(सामान्य हिन्दी सुनील सर) Part-1 || व्याकरण || 02-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1452704/plain/720x1280.mp4
(General English By Vikas Sir) Letter Writing Notes : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/235196993556200770_PDF.pdf
(General English By Vikas Sir) Synonyms-Antonyms : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/175111616475903600_PDF.pdf
(General English By Vikas Sir) Translation : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/345406839612270500_PDF.pdf
(General English By Vikas Sir) Passages : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/872343810205165200_PDF.pdf
(General English By Vikas Sir) SYNONYMS-ANTONYMS : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/469969450473446100_PDF.pdf
(General English By Vikas Sir) Notes : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/270128552809239260_PDF.pdf
(General English By Vikas Sir) Part-1 || Basic English ||  14-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/334067732218825500_PDF.pdf
(General English By Vikas Sir) Part-2 || Basic English || 15-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/669984475275735700_PDF.pdf
(General English By Vikas Sir) Part-3 || Basic English || 16-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/116977079276231940_PDF.pdf
(General English By Vikas Sir) Part-4 || Basic English || 17-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/836801575009455900_PDF.pdf
(General English By Vikas Sir) Part-1 || Article || 18-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/239841409858284400_PDF.pdf
(General English By Vikas Sir) Part-2 || Article || 19-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/15274400511450748_PDF.pdf
(General English By Vikas Sir) Part-3 || Article || 20-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/724321890373189900_PDF.pdf
(General English By Vikas Sir) Part-4 || Article || 21-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/792287984079397800_PDF.pdf
(General English By Vikas Sir) Part-1 || Subject Verb Agreement || 22-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/308089768274817340_PDF.pdf
(General English By Vikas Sir) Part-2 || Subject Verb Agreement || 23-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/201268942990612200_PDF.pdf
(General English By Vikas Sir) Part-3 || Subject Verb Agreement || 24-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/218031442724319520_PDF.pdf
(General English By Vikas Sir) Part-1 || Tense || 25-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/357276275759199740_PDF.pdf
(General English By Vikas Sir) Part-2 || Tense || 26-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/121195006567768940_PDF.pdf
(General English By Vikas Sir) Part-3 || Tense || 27-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/443258067941730800_PDF.pdf
(General English By Vikas Sir) Part-4 || Tense || 28-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/539441025505180350_PDF.pdf
(General English By Vikas Sir) Part-5 || Tense || 29-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/365297111292537200_PDF.pdf
(General English By Vikas Sir) Part-6 || Tense || 30-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/170908617314520450_PDF.pdf
(General English By Vikas Sir) Part-7 || Tense || 31-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/751960429703930000_PDF.pdf
(General English By Vikas Sir) Part-1 ||  Idioms and Phrases || 02-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/350061025215304600_PDF.pdf
(General English By Vikas Sir) Part-2 ||  Idioms and Phrases || 03-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/377891912282345100_PDF.pdf
(General English By Vikas Sir) Part-1 ||  Voice || 04-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/728468699010943100_PDF.pdf
(General English By Vikas Sir) Part-2 ||  Voice || 05-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/609243930972032500_PDF.pdf
(General English By Vikas Sir) Part-1 || Direct and Indirect Speech || 06-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/697488007997536300_PDF.pdf
(General English By Vikas Sir) Part-2 || Direct and Indirect Speech || 07-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/524163101015671900_PDF.pdf
(General English By Vikas Sir) Part-1 || Preposition || 08-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/336622781311271740_PDF.pdf
(General English By Vikas Sir) Part-2 || Preposition || 09-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/354213965256889800_PDF.pdf
(General English By Vikas Sir) Part-3 || Preposition || 13-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/549834666155080800_PDF.pdf
(General English By Vikas Sir) Part-4 || Preposition || 14-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/437299730649771400_PDF.pdf
(General English By Vikas Sir) Part-1 || Reading Comprehension || 15-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/410941608884499300_PDF.pdf
(General English By Vikas Sir) Part-2 || Reading Comprehension || 16-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/343377287756831300_PDF.pdf
(General English By Vikas Sir) Part-3 || Reading Comprehension || 17-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/733325014811877400_PDF.pdf
(General English By Vikas Sir) Part-4 || Reading Comprehension || 18-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/554645891062526660_PDF.pdf
(भारतीय संविधान एवं राजस्थान की राजव्यवस्था - कुलदीप सर) Part-1  || भारतीय संविधान एवं राजव्यवस्था || 09-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/335777263352251300_PDF.pdf
(भारतीय संविधान एवं राजस्थान की राजव्यवस्था - कुलदीप सर) Part-2  || भारतीय संविधान एवं राजव्यवस्था || 09-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/583550914420733600_PDF.pdf
(भारतीय संविधान एवं राजस्थान की राजव्यवस्था - कुलदीप सर) Part-3  || भारतीय संविधान एवं राजव्यवस्था || 10-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/579097445234700200_PDF.pdf
(भारतीय संविधान एवं राजस्थान की राजव्यवस्था - कुलदीप सर) Part-4  || भारतीय संविधान एवं राजव्यवस्था || 10-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/578272332125623800_PDF.pdf
(भारतीय संविधान एवं राजस्थान की राजव्यवस्था - कुलदीप सर) Part-5 ||भारतीय संविधान एवं राजव्यवस्था || 11-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/24289019999127604_PDF.pdf
(भारतीय संविधान एवं राजस्थान की राजव्यवस्था - कुलदीप सर) Part-6 ||भारतीय संविधान एवं राजव्यवस्था || 11-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/746354526219088100_PDF.pdf
(भारतीय संविधान एवं राजस्थान की राजव्यवस्था - कुलदीप सर) Part-7 ||भारतीय संविधान एवं राजव्यवस्था || 11-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/455047695264869950_PDF.pdf
(भारतीय संविधान एवं राजस्थान की राजव्यवस्था - कुलदीप सर) Part-8 ||भारतीय संविधान एवं राजव्यवस्था || 14-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/792279188690823000_PDF.pdf
(भारतीय संविधान एवं राजस्थान की राजव्यवस्था - कुलदीप सर) Part-9 ||भारतीय संविधान एवं राजव्यवस्था || 14-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/488126453800729340_PDF.pdf
(भारतीय संविधान एवं राजस्थान की राजव्यवस्था - कुलदीप सर) Part-10 ||भारतीय संविधान एवं राजव्यवस्था || 15-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/858228927468219400_PDF.pdf
(भारतीय संविधान एवं राजस्थान की राजव्यवस्था - कुलदीप सर) Part-11 ||भारतीय संविधान एवं राजव्यवस्था || 15-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/294207489527666560_PDF.pdf
(भारतीय संविधान एवं राजस्थान की राजव्यवस्था - कुलदीप सर) Part-1 || सचिवालय व मुख्य सचिव || 16-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/671126190190985200_PDF.pdf
(भारतीय संविधान एवं राजस्थान की राजव्यवस्था - कुलदीप सर) Part-1 || जिला प्रशासन || 16-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/163445795429658370_PDF.pdf
(भारतीय संविधान एवं राजस्थान की राजव्यवस्था - कुलदीप सर) Part-1 || राजस्थान लोक सेवा आयोग एवं मानवाधिकार आयोग || 17-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/380490160515476800_PDF.pdf
(भारतीय संविधान एवं राजस्थान की राजव्यवस्था - कुलदीप सर) Part-2 || राजस्थान लोक सेवा आयोग एवं मानवाधिकार आयोग || 17-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/291091605774820600_PDF.pdf
(भारत का भूगोल - विनोद सर) Practice Set || बहुउद्देशीय नदी घाटी परियोजनाएँ व झीलें : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/430860386185869000_PDF.pdf
(भारत का भूगोल - विनोद सर) Part-1 || भारत का सामान्य परिचय || 17-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/239400275422826940_PDF.pdf
(भारत का भूगोल - विनोद सर) Part-2 || भारत का सामान्य परिचय || 18-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/24460747737289456_PDF.pdf
(भारत का भूगोल - विनोद सर) Part-3 || भारत का सामान्य परिचय || 19-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/514772816542484700_PDF.pdf
(भारत का भूगोल - विनोद सर) Part-1 || भारत के भौतिक स्वरूप || 20-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/50768345739564630_PDF.pdf
(भारत का भूगोल - विनोद सर) Part-2 || भारत के भौतिक स्वरूप || 20-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/160593320355039420_PDF.pdf
(भारत का भूगोल - विनोद सर) Part-3 || भारत के भौतिक स्वरूप || 21-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/597315486694006000_PDF.pdf
(भारत का भूगोल - विनोद सर) Part-4 || भारत के भौतिक स्वरूप || 04-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/865720342412800800_PDF.pdf
(भारत का भूगोल - विनोद सर) Part-5 || भारत के भौतिक स्वरूप || 05-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/728850131783907700_PDF.pdf
(भारत का भूगोल - विनोद सर) Part-6 || भारत के भौतिक स्वरूप || 06-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/122878844808996400_PDF.pdf
(भारत का भूगोल - विनोद सर) Part-1 || भारत का अपवाह तंत्र || 07-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/118613617489584740_PDF.pdf
(भारत का भूगोल - विनोद सर) Part-2 || भारत का अपवाह तंत्र || 08-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/878575005053560300_PDF.pdf
(भारत का भूगोल - विनोद सर) Part-3|| भारत का अपवाह तंत्र || 08-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/283634548469463870_PDF.pdf
(भारत का भूगोल - विनोद सर) Part-1 || प्राकृतिक वनस्पति || 09-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/144020491590175230_PDF.pdf
(भारत का भूगोल - विनोद सर) Part-2 || प्राकृतिक वनस्पति || 10-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/809855194679089400_PDF.pdf
